英文标准词	采用中文	译名状态	依据	定位	编辑说明
Tarkeraddon	塔克拉顿	暂定·官方待核	所给英文底稿与全书统一决定	70110	沿原稿人物名。
Syrakul	西拉库尔	暂定·官方待核	所给英文底稿与全书统一决定	70110	沿原稿人物名。
Urlakk Urg	乌尔拉克·乌尔格	暂定·官方待核	所给英文底稿与全书统一决定	70116	沿原稿人物名。
Ignace Karkasy	伊格尼斯·卡尔卡斯	暂定·官方待核	所给英文底稿与全书统一决定	70122	沿原稿人物名。
Bror Tyrfingr	布罗尔·蒂尔芬格	暂定·官方待核	所给英文底稿与全书统一决定	70128	沿183已定译。
Lance of Heaven	天堂之枪号	暂定·官方待核	所给英文底稿与全书统一决定	70128	沿原稿白疤舰名。
Heliosa-78	赫丽奥萨-78	暂定·官方待核	所给英文底稿与全书统一决定	70128	沿原稿人物名。
Lupercal’s Court	卢佩卡尔王庭	暂定·官方待核	所给英文底稿与全书统一决定	70133	沿原稿场所名。
Bel Sepatus	贝尔·塞帕图斯	暂定·官方待核	所给英文底稿与全书统一决定	70137	沿原稿。
Hellas Sycar	赫拉斯·赛卡	暂定·官方待核	所给英文底稿与全书统一决定	70139	沿原稿。
Lycas Fyton	莱卡斯·费顿	暂定·官方待核	所给英文底稿与全书统一决定	70139	沿原稿。
Azelas Baraxa	阿兹拉斯·巴拉克萨	暂定·官方待核	所给英文底稿与全书统一决定	70139	沿原稿。
Kenor Argonis	基诺·阿尔戈尼斯	暂定·官方待核	所给英文底稿与全书统一决定	70141	沿原稿。
Lupercalios	卢珀卡里奥斯	暂定·官方待核	所给英文底稿与全书统一决定	70149	沿原稿玛勒姆要塞名。
Lheorvine Ukris	利奥万·乌克里斯	暂定·官方待核	所给英文底稿与全书统一决定	70149	沿原稿。
Sargon	萨尔贡	暂定·官方待核	所给英文底稿与全书统一决定	70149	沿原稿首现，与后文萨贡统一。
Eleusinian Veil	厄琉息斯帷幕	暂定·官方待核	所给英文底稿与全书统一决定	70149	沿原稿。
Aas’ciaral	艾斯’席亚拉	暂定·官方待核	所给英文底稿与全书统一决定	70149	沿原稿灵族旧世界。
Canticle City	颂歌城	暂定·官方待核	所给英文底稿与全书统一决定	70153	沿529已定译。
Harmony	和谐星	暂定·官方待核	所给英文底稿与全书统一决定	70153	沿原稿恶魔世界名。
Fleshmarket	血肉交易号	暂定·官方待核	所给英文底稿与全书统一决定	70153	沿原稿舰名。
Rynax the Unspoken	无言者瑞纳克斯	暂定·官方待核	所给英文底稿与全书统一决定	70155	沿原稿。
Purgor the Putrescent	腐烂者珀戈尔	暂定·官方待核	所给英文底稿与全书统一决定	70155	沿原稿。
Hexagalimere	赫克萨加利米尔	暂定·官方待核	所给英文底稿与全书统一决定	70155	沿原稿。
Ezekarion	伊泽凯里昂	暂定·官方待核	所给英文底稿与全书统一决定	70158	沿原稿组织。
Thagus Daravek	塔古斯·达拉维克	暂定·官方待核	所给英文底稿与全书统一决定	70158	沿原稿。
Uralan	乌拉兰	暂定·官方待核	所给英文底稿与全书统一决定	篇0733	沿现稿。
Tower of Silence	寂静之塔	暂定·官方待核	所给英文底稿与全书统一决定	70158	沿原稿。
Kasr Kraf	卡斯尔·克拉夫	暂定·官方待核	所给英文底稿与全书统一决定	70162	沿原稿卡迪亚要塞。
Battle of the Elysion Fields	极乐原野之战	暂定·官方待核	所给英文底稿与全书统一决定	70162	原极乐世界之战，按 Fields 修复。
Geminae Superia	超凡双子	暂定·官方待核	所给英文底稿与全书统一决定	70162	沿原稿，未将圣塞莱斯汀整单位官译当双子译名证据。
Orven Highfell	奥尔文·高落	暂定·官方待核	所给英文底稿与全书统一决定	70162	沿原稿。
Zaraphiston	扎拉菲斯顿	暂定·官方待核	所给英文底稿与全书统一决定	70166	沿原稿。
Kalisus	卡利苏斯	暂定·官方待核	所给英文底稿与全书统一决定	70166	沿原稿世界名。
Voidclaw	虚空爪	暂定·官方待核	所给英文底稿与全书统一决定	70169	沿原稿武器名。
Inquisitor Greyfax	审判官格雷法克斯	官方已核对	GW-09；GW-10 已下载官方 PDF	两份均第24、25页	同名单位直接中英对应；第701篇原译检察官。
Goreswirl	戈雷斯维尔	暂定·官方待核	所给英文底稿与全书统一决定	70191	沿原稿。
Hand of Darkness	黑暗之手	暂定·官方待核	所给英文底稿与全书统一决定	70193	沿原稿圣物。
Eye of Night	午夜之眼	暂定·官方待核	所给英文底稿与全书统一决定	70195	沿原稿圣物。
Daemonancy	唤魔术	暂定·官方待核	所给英文底稿与全书统一决定	70199	沿原稿。
The Weapon	武器	暂定·官方待核	所给英文底稿与全书统一决定	70174	古圣装置的专称，与钥匙、锁组成事件链。
The Key	钥匙	暂定·官方待核	所给英文底稿与全书统一决定	70176	开启武器所需之物的专称。
The Lock	锁	暂定·官方待核	所给英文底稿与全书统一决定	70176	收藏武器的秘库专称。
Hastur Sejanus	哈斯塔·赛詹努斯	暂定·官方待核	所给英文底稿与全书统一决定	702	沿此前核心；原本篇哈斯塔·塞扬努斯。
Melchior	梅尔基奥尔	暂定·官方待核	所给英文底稿与全书统一决定	7025	沿原稿世界名。
Keylekid	凯莱基德	暂定·官方待核	所给英文底稿与全书统一决定	7027	沿原稿异形种族。
Targost	塔戈斯特	暂定·官方待核	所给英文底稿与全书统一决定	7029	沿原稿人物名。
Invisibles	无形者	暂定·官方待核	所给英文底稿与全书统一决定	70211	沿原稿军事单位。
Sarosel	萨罗塞尔	暂定·官方待核	所给英文底稿与全书统一决定	7039	沿原稿和平归顺世界。
Keylek	科莱克	暂定·官方待核	所给英文底稿与全书统一决定	7039	沿762专篇标题；原本篇凯莱克。
Luc Sedirae	卢克·塞迪拉	暂定·官方待核	所给英文底稿与全书统一决定	70313	沿原稿。
Whisperhead Mountains	低语之首山脉	暂定·官方待核	所给英文底稿与全书统一决定	70315	沿原稿。
Xavyer Jubal	夏维尔·朱巴尔	暂定·官方待核	所给英文底稿与全书统一决定	70315	沿原稿。
Precentor’s Palace	领唱者宫殿	暂定·官方待核	所给英文底稿与全书统一决定	70325	沿原稿。
Cerberus (Garviel Loken)	刻耳柏洛斯	暂定·官方待核	所给英文底稿与全书统一决定	70330	洛肯失忆期间的自称，区别其他同名对象。
Somnus Citadel	索莫纳斯城堡	暂定·官方待核	所给英文底稿与全书统一决定	70337	沿原稿月球据点。
Tarnhelm	塔恩海姆号	暂定·官方待核	所给英文底稿与全书统一决定	70339	沿原稿舰名。
